"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
"690038U","1","1","1","1","1","0","0","20260413","20260630"
"690039U","1","1","1","1","1","0","0","20260413","20260630"
"690042U","1","1","1","1","1","0","0","20260413","20260630"
"690050U","1","1","1","1","1","0","0","20260413","20260630"
"690051U","0","0","1","0","0","0","1","20260419","20260628"
"690052U","0","0","1","0","0","0","1","20260419","20260628"
"690053U","0","0","1","0","0","0","1","20260419","20260628"
"690055U","0","0","1","0","0","0","1","20260419","20260628"
"690056U","0","0","1","0","0","0","1","20260419","20260628"
"690057U","0","0","1","0","0","0","1","20260419","20260628"
"690058U","0","0","1","0","0","0","1","20260419","20260628"
"690062U","0","0","1","0","0","0","1","20260419","20260628"
"690067U","0","0","1","0","0","0","1","20260419","20260628"
"690068U","0","0","0","0","0","1","0","20260418","20260627"
"690070U","0","0","0","0","0","1","0","20260418","20260627"
"690071U","0","0","0","0","0","1","0","20260418","20260627"
"690073U","0","0","0","0","0","1","0","20260418","20260627"
"690076U","0","0","1","0","0","0","1","20260419","20260628"
"690077U","0","0","1","0","0","0","1","20260419","20260628"
"690078U","0","0","1","0","0","0","1","20260419","20260628"
"693336U","1","1","1","1","1","0","0","20260413","20260630"
"693437U","1","1","1","1","1","0","0","20260414","20260424"
